UtcTime,User,Computer,EventID,Image,CommandLine,SourceIp,DestinationIp,SourcePort,DestinationPortName
2025-11-20 09:16:12,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:16:15,jdoe,WKSTN-102,4688,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -nop -w hidden -EncodedCommand JABzAD0ATg,-,-,-,-
2025-11-20 09:16:19,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 09:17:03,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.17,118.204.1.1,31494,443
2025-11-20 09:17:15,jdoe,SRV-WEB01,4624,-,-,192.168.1.15,-,-,-
2025-11-20 09:17:45,jdoe,SRV-FS01,4624,-,-,192.168.1.15,-,-,-
2025-11-20 09:18:03,jdoe,WKSTN-101,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 09:18:15,jdoe,WKSTN-104,4624,-,-,192.168.1.15,-,-,-
2025-11-20 09:18:38,jdoe,WKSTN-101,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:18:47,jdoe,WKSTN-101,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 09:19:00,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 09:19:24,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:19:45,jdoe,WKSTN-102,3,C:\Windows\System32\powershell.exe,-,192.168.1.15,10.10.10.10,55555,3389
2025-11-20 09:20:31,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.30,125.26.1.1,48850,443
2025-11-20 09:20:36,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:20:37,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.38,39.32.1.1,21623,443
2025-11-20 09:20:42,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 09:20:45,jdoe,WKSTN-102,3,C:\Windows\System32\powershell.exe,-,192.168.1.15,10.10.10.10,55555,3389
2025-11-20 09:21:13,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,168.109.1.1,43863,443
2025-11-20 09:21:39,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:21:40,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:21:45,jdoe,WKSTN-102,3,C:\Windows\System32\powershell.exe,-,192.168.1.15,10.10.10.10,55555,3389
2025-11-20 09:21:55,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.18,92.56.1.1,33918,443
2025-11-20 09:22:16,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.28,24.253.1.1,12583,443
2025-11-20 09:22:45,jdoe,WKSTN-102,3,C:\Windows\System32\powershell.exe,-,192.168.1.15,10.10.10.10,55555,3389
2025-11-20 09:23:00,jdoe,WKSTN-101,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:23:09,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 09:23:19,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:24:07,asmith,WKSTN-102,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:25:19,jdoe,WKSTN-101,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 09:25:57,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 09:26:12,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.27,57.136.1.1,48646,443
2025-11-20 09:26:27,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.27,183.194.1.1,12269,443
2025-11-20 09:27:25,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 09:27:56,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:29:31,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:29:37,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 09:29:40,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 09:29:55,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 09:30:10,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 09:31:00,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.23,191.186.1.1,45253,443
2025-11-20 09:32:21,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.48,174.246.1.1,37091,443
2025-11-20 09:32:57,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.34,197.200.1.1,28748,443
2025-11-20 09:33:26,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 09:34:43,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 09:34:50,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.40,144.99.1.1,41647,443
2025-11-20 09:35:41,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 09:35:58,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:36:23,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:36:48,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.15,93.162.1.1,37888,443
2025-11-20 09:38:36,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.39,175.217.1.1,44356,443
2025-11-20 09:38:42,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:38:48,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 09:39:00,asmith,WKSTN-102,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:39:03,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.21,70.157.1.1,51712,443
2025-11-20 09:40:51,asmith,WKSTN-102,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:40:57,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 09:42:32,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.40,34.2.1.1,46229,443
2025-11-20 09:42:34,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:42:42,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.22,177.26.1.1,21424,443
2025-11-20 09:43:10,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.39,179.79.1.1,34249,443
2025-11-20 09:43:38,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:43:39,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.49,56.19.1.1,52213,443
2025-11-20 09:45:15,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:45:19,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 09:45:19,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.13,181.128.1.1,36794,443
2025-11-20 09:45:52,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.44,67.12.1.1,52253,443
2025-11-20 09:46:39,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.14,11.213.1.1,54031,443
2025-11-20 09:46:53,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:47:22,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:47:52,ckent,WKSTN-104,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 09:48:31,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,84.251.1.1,13190,443
2025-11-20 09:48:43,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,94.216.1.1,49171,443
2025-11-20 09:49:12,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 09:49:41,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:51:27,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 09:52:14,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:52:49,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.41,168.68.1.1,57110,443
2025-11-20 09:53:12,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:53:23,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.37,25.12.1.1,15762,443
2025-11-20 09:53:39,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:53:50,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.30,126.238.1.1,25163,443
2025-11-20 09:53:57,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 09:53:57,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:54:29,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:54:43,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,54.252.1.1,49500,443
2025-11-20 09:55:10,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:56:10,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:56:35,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:56:49,jdoe,WKSTN-101,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:57:01,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.35,77.7.1.1,34507,443
2025-11-20 09:57:09,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 09:58:09,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 09:58:32,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 09:59:22,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.50,74.179.1.1,44493,443
2025-11-20 10:00:03,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.30,47.221.1.1,18227,443
2025-11-20 10:00:30,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:00:47,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.38,79.10.1.1,31538,443
2025-11-20 10:01:17,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:01:20,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.20,136.179.1.1,21042,443
2025-11-20 10:01:38,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.50,138.113.1.1,25488,443
2025-11-20 10:02:18,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:02:31,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:02:34,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,127.163.1.1,40453,443
2025-11-20 10:03:33,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:04:31,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 10:05:01,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,188.97.1.1,47175,443
2025-11-20 10:06:54,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 10:07:03,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:07:16,jdoe,WKSTN-101,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:07:21,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:07:50,bwayne,WKSTN-103,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:08:01,asmith,WKSTN-102,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:08:58,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.18,146.118.1.1,28885,443
2025-11-20 10:09:28,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.14,88.1.1.1,51193,443
2025-11-20 10:09:32,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:09:53,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:10:20,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.43,21.210.1.1,19170,443
2025-11-20 10:11:43,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:11:45,bwayne,WKSTN-103,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:12:07,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.34,35.239.1.1,11155,443
2025-11-20 10:12:23,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:13:09,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:13:15,bwayne,WKSTN-103,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:15:46,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:18:05,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.50,70.58.1.1,46404,443
2025-11-20 10:18:13,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,52.192.1.1,30380,443
2025-11-20 10:18:51,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:20:12,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.42,169.123.1.1,41763,443
2025-11-20 10:20:21,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:20:40,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 10:21:19,asmith,WKSTN-102,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:21:25,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:22:22,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:22:29,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 10:22:47,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.18,141.230.1.1,20134,443
2025-11-20 10:22:51,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,10.95.1.1,39455,443
2025-11-20 10:23:43,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.35,11.72.1.1,26352,443
2025-11-20 10:23:54,asmith,WKSTN-102,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:24:17,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:27:02,jdoe,WKSTN-101,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:27:37,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 10:27:41,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,104.66.1.1,15014,443
2025-11-20 10:29:13,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 10:29:24,ckent,WKSTN-104,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:30:46,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:30:57,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:31:16,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 10:31:18,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:31:24,jdoe,WKSTN-101,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:31:49,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:31:57,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.26,123.214.1.1,47673,443
2025-11-20 10:32:05,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,10.57.1.1,47109,443
2025-11-20 10:32:19,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:34:28,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 10:34:54,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.20,130.140.1.1,17265,443
2025-11-20 10:35:13,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.18,50.206.1.1,20462,443
2025-11-20 10:35:35,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 10:37:11,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:38:45,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.35,52.224.1.1,57630,443
2025-11-20 10:39:00,jdoe,WKSTN-101,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:39:14,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:39:28,bwayne,WKSTN-103,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:42:01,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:42:22,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 10:42:24,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.36,173.194.1.1,29900,443
2025-11-20 10:42:35,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 10:43:24,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,14.122.1.1,35248,443
2025-11-20 10:43:42,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.29,72.49.1.1,30190,443
2025-11-20 10:43:49,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.21,73.101.1.1,54745,443
2025-11-20 10:43:56,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.12,96.75.1.1,10941,443
2025-11-20 10:44:52,asmith,WKSTN-102,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.26,73.249.1.1,28492,443
2025-11-20 10:45:36,jdoe,WKSTN-101,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:45:45,ckent,WKSTN-104,1,C:\Program Files\Google\Chrome\Application\chrome.exe,-,-,-,-,-
2025-11-20 10:46:57,ckent,WKSTN-104,1,C:\Windows\System32\svchost.exe,-,-,-,-,-
2025-11-20 10:47:27,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 10:47:33,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 10:48:17,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.32,148.35.1.1,33827,443
2025-11-20 10:48:20,ckent,WKSTN-104,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.19,83.135.1.1,24566,443
2025-11-20 10:49:48,asmith,WKSTN-102,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:49:55,asmith,WKSTN-102,4624,-,-,-,-,-,-
2025-11-20 10:50:02,ckent,WKSTN-104,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:50:17,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:50:44,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 10:50:45,jdoe,WKSTN-101,4624,-,-,-,-,-,-
2025-11-20 10:52:32,bwayne,WKSTN-103,1,C:\Windows\explorer.exe,-,-,-,-,-
2025-11-20 10:52:35,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:54:10,ckent,WKSTN-104,4624,-,-,-,-,-,-
2025-11-20 10:54:29,bwayne,WKSTN-103,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.13,180.116.1.1,58546,443
2025-11-20 10:54:32,bwayne,WKSTN-103,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:55:05,bwayne,WKSTN-103,4624,-,-,-,-,-,-
2025-11-20 10:56:22,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:57:22,asmith,WKSTN-102,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,-,-,-,-,-
2025-11-20 10:57:36,jdoe,WKSTN-101,3,C:\Program Files\Google\Chrome\Application\chrome.exe,-,192.168.1.15,51.1.1.1,47247,443
