EventID,EventRecordID,Execution_ProcessID,Computer,ProcessId,Initiated,SourceIsIpv6,SourceIp,DestinationPortName
5,1084,5520.0,LAPTOP-ROPR18AK,20972.0,0,0,0,0
3,1049,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.138.2,netbios-dgm
3,3654,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.138.2,netbios-dgm
7,115921767,0.0,win-dc-128.attackrange.local,7640.0,0,0,0,0
3,4224,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.30.169,netbios-dgm
3,1102,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.21,netbios-ns
3,3365,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.45.171,netbios-dgm
5,4067,5520.0,LAPTOP-ROPR18AK,12772.0,0,0,0,0
3,5210,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.214.2,netbios-dgm
3,1562,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,4795,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,2731,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.8,netbios-ns
3,4968,5676.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.77.2,netbios-dgm
10,110562935,0.0,win-dc-128.attackrange.local,0.0,0,0,0,0
3,3412,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-ns
3,4185,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.76.255,netbios-ns
3,4786,5676.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.142.2,netbios-dgm
3,3415,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.50.19,netbios-ns
3,4571,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.214.2,netbios-ns
3,1855,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.219.4,netbios-dgm
5,2590,5520.0,LAPTOP-ROPR18AK,16552.0,0,0,0,0
3,2392,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
5,2942,5520.0,LAPTOP-ROPR18AK,7368.0,0,0,0,0
3,3601,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.138.2,netbios-dgm
3,1552,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,3905,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.179.2,netbios-dgm
3,3254,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,3587,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.30.169,netbios-dgm
3,1517,0.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.214.255,netbios-ns
5,4912,5676.0,LAPTOP-ROPR18AK,15208.0,0,0,0,0
3,2817,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.8,netbios-ns
5,1250,5520.0,LAPTOP-ROPR18AK,6300.0,0,0,0,0
3,5287,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,3319,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.228.2,netbios-ns
5,5348,5676.0,LAPTOP-ROPR18AK,5104.0,0,0,0,0
3,4655,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,1474,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.3.2,netbios-dgm
3,3945,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.80.102,netbios-dgm
3,3612,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.156.255,netbios-dgm
13,24299,0.0,WINDOWS10EVAL.stefania.local,4480.0,0,0,0,0
3,3280,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,3958,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,4016,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-ns
3,3564,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.43.26,netbios-ns
3,1392,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.214.255,netbios-dgm
3,4225,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,1272,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.21,netbios-ns
3,1718,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,110561120,0.0,win-dc-128.attackrange.local,2352.0,True,False,10.0.1.14,-
3,15984,0.0,WIN-J23NIGGP1Q6.sysmon_set.local,3128.0,False,False,192.168.1.7,-
3,3156,0.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.179.255,netbios-dgm
3,3547,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-ns
3,3796,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.179.2,netbios-dgm
3,1743,0.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.98.255,netbios-dgm
3,1475,0.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,923,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.21,netbios-ns
3,857,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.1.255,netbios-dgm
3,16456,0.0,WIN-J23NIGGP1Q6.sysmon_set.local,3220.0,True,True,0:0:0:0:0:0:0:1,ldap
3,1673,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.97.182,netbios-ns
13,18718,0.0,WINDOWS10EVAL.stefania.local,6152.0,0,0,0,0
3,2783,0.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
10,115921850,0.0,win-dc-128.attackrange.local,0.0,0,0,0,0
3,1497,0.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-ns
3,4363,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.229.255,netbios-dgm
3,3246,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,17949,0.0,WIN-J23NIGGP1Q6.sysmon_set.local,668.0,False,True,0:0:0:0:0:0:0:1,ldap
3,4886,5676.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.250.108,netbios-dgm
3,3186,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.128.255,netbios-dgm
3,17609,0.0,WIN-J23NIGGP1Q6.sysmon_set.local,668.0,False,True,0:0:0:0:0:0:0:1,ldap
3,4827,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,1547,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.98.2,netbios-dgm
3,2414,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.229.255,netbios-dgm
3,5218,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,4342,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.179.2,netbios-dgm
3,1291,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.21,netbios-ns
3,2438,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,4011,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.228.2,netbios-ns
3,2634,0.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,5280,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,1510,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.229.2,netbios-ns
3,1120,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,3461,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.3.2,netbios-dgm
3,1168,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,4837,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,4262,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.80.102,netbios-dgm
3,2465,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.229.255,netbios-ns
3,4042,0.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.214.255,netbios-ns
3,4314,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.156.105,netbios-dgm
3,3250,5520.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,2051,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.128.102,netbios-dgm
3,3151,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.50.19,netbios-dgm
3,3721,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.43.26,netbios-ns
3,2031,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.45.171,netbios-dgm
3,2490,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.21,netbios-dgm
3,3910,0.0,LAPTOP-ROPR18AK,4.0,False,False,169.254.255.255,netbios-dgm
3,2057,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.234.2,netbios-dgm
3,2599,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.50.19,netbios-dgm
3,3574,5520.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.30.169,netbios-ns
3,2143,5520.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.76.2,netbios-ns
3,1402,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.76.255,netbios-dgm
23,107423933,0.0,win-dc-128.attackrange.local,5748.0,0,0,0,0
5,1296,5520.0,LAPTOP-ROPR18AK,1236.0,0,0,0,0
3,2865,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.156.255,netbios-dgm
3,894,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.234.2,netbios-dgm
3,2891,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.179.2,netbios-dgm
3,4923,5676.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,3740,0.0,LAPTOP-ROPR18AK,4.0,True,False,192.168.1.5,netbios-ns
3,1471,5520.0,LAPTOP-ROPR18AK,4.0,False,False,192.168.128.255,netbios-dgm
3,2509,0.0,LAPTOP-ROPR18AK,4.0,True,False,169.254.3.2,netbios-ns
