Timestamp,Computer,DestinationPortName,EventID,EventRecordID,Execution_ProcessID,Initiated,ProcessId,SourceIsIpv6,SourceIp,SourcePort,DestinationIp,DestinationPort,Protocol,DestinationServiceName,Image,CommandLine,ParentImage,ParentProcessId,ParentCommandLine,User,TargetFilename
2026-05-23 10:02:49,SRV-FILE-02,0,1,600262,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:03:14,WKSTN-ENG-03,0,1,600218,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:03:23,WKSTN-HR-01,0,1,600303,1050,false,7699,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:03:37,WKSTN-FIN-02,0,1,600314,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:03:53,WKSTN-ENG-03,0,1,600233,1050,false,8973,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:04:11,WKSTN-ENG-03,0,1,600298,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:04:16,SRV-FILE-02,0,1,600205,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:04:16,SRV-FILE-02,443,3,600315,3200,true,3200,false,10.0.0.99,54436,83.15.22.44,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:04:18,WKSTN-HR-01,80,3,600204,1120,true,1120,false,10.0.0.101,50118,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:04:38,WKSTN-ENG-03,80,3,600273,1120,true,1120,false,10.0.0.103,55408,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:05:00,WKSTN-HR-01,389,3,600101,4200,true,4200,false,10.0.0.101,51234,10.0.0.100,389,tcp,LDAP,C:\Windows\System32\cmd.exe,"adfind.exe -f ""(objectcategory=person)""",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-hr-01,
2026-05-23 10:05:00,SRV-DC-01,0,1,600210,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:05:22,SRV-DC-01,0,1,600312,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:05:25,WKSTN-HR-01,443,3,600292,3200,true,3200,false,10.0.0.101,50528,182.194.220.1,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-hr-01,
2026-05-23 10:05:25,WKSTN-FIN-02,53,3,600288,1100,true,1100,false,10.0.0.102,50171,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,CORP\user-fin-02,
2026-05-23 10:05:30,WKSTN-HR-01,88,3,600102,4500,true,4500,false,10.0.0.101,51236,10.0.0.100,88,tcp,Kerberos,C:\Users\Public\rubeus.exe,rubeus.exe asrepboost /user:administrator,C:\Windows\System32\cmd.exe,4200,cmd.exe,CORP\user-hr-01,
2026-05-23 10:05:31,WKSTN-ENG-03,0,1,600228,1050,false,8100,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:05:38,SRV-FILE-02,445,3,600242,4,true,4,false,10.0.0.99,58085,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:05:51,SRV-DC-01,443,3,600318,3200,true,3200,false,10.0.0.100,53478,159.72.114.184,443,tcp,HTTPS,C:\Program Files\Google\Chrome\Application\chrome.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:00,WKSTN-ENG-03,80,3,600302,1120,true,1120,false,10.0.0.103,58757,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:00,WKSTN-HR-01,445,3,600103,800,true,800,false,10.0.0.101,51240,10.0.0.102,445,tcp,SMB,C:\Windows\System32\services.exe,C:\Windows\System32\services.exe,C:\Windows\System32\wininit.exe,600,wininit.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:03,WKSTN-HR-01,80,3,600236,1120,true,1120,false,10.0.0.101,56137,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:05,WKSTN-FIN-02,0,1,600104,800,false,3024,false,0,0,0,0,,,C:\Windows\PSEXESVC.exe,C:\Windows\PSEXESVC.exe,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:10,WKSTN-FIN-02,0,1,600105,3024,false,4108,false,0,0,0,0,,,C:\Windows\System32\cmd.exe,cmd.exe /c powershell -ep bypass -enc ZgBvAG8...,C:\Windows\PSEXESVC.exe,3024,C:\Windows\PSEXESVC.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:13,SRV-DC-01,445,3,600211,4,true,4,false,10.0.0.100,52915,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:15,WKSTN-FIN-02,0,1,600106,4108,false,5112,false,0,0,0,0,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe -ep bypass -enc ZgBvAG8...,C:\Windows\System32\cmd.exe,4108,cmd.exe /c powershell,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:18,WKSTN-FIN-02,445,3,600266,4,true,4,false,10.0.0.102,51034,10.0.0.99,445,tcp,SMB,System,,,0,,CORP\user-fin-02,
2026-05-23 10:06:20,WKSTN-FIN-02,0,7,600107,5112,false,5112,false,0,0,0,0,,,C:\Windows\System32\amsi.dll,C:\Windows\System32\amsi.dll,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,5112,powershell.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:22,WKSTN-HR-01,80,3,600256,1120,true,1120,false,10.0.0.101,60188,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:23,WKSTN-ENG-03,443,3,600281,3200,true,3200,false,10.0.0.103,50345,141.222.111.246,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-eng-03,
2026-05-23 10:06:30,WKSTN-FIN-02,0,10,600108,5112,false,5112,false,0,0,0,0,,,C:\Windows\System32\lsass.exe,C:\Windows\System32\lsass.exe,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,5112,powershell.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:43,SRV-DC-01,0,1,600268,1050,false,6645,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:06:50,WKSTN-FIN-02,0,23,600109,5112,false,5112,false,0,0,0,0,,,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,powershell.exe,C:\Windows\System32\cmd.exe,4108,cmd.exe,NT AUTHORITY\SYSTEM,C:\Users\Public\psexec-agent.exe
2026-05-23 10:06:51,WKSTN-ENG-03,443,3,600294,3200,true,3200,false,10.0.0.103,52485,112.88.23.245,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-eng-03,
2026-05-23 10:06:51,WKSTN-HR-01,80,3,600306,1120,true,1120,false,10.0.0.101,64156,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:07:11,SRV-DC-01,445,3,600202,4,true,4,false,10.0.0.100,63091,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:07:12,WKSTN-FIN-02,0,1,600307,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:07:32,SRV-DC-01,445,3,600235,4,true,4,false,10.0.0.100,59762,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:07:35,SRV-DC-01,0,1,600272,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:07:47,WKSTN-FIN-02,80,3,600240,1120,true,1120,false,10.0.0.102,50387,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:07:52,WKSTN-HR-01,443,3,600296,3200,true,3200,false,10.0.0.101,55994,117.25.129.222,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""chrome.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-hr-01,
2026-05-23 10:07:53,SRV-FILE-02,443,3,600239,3200,true,3200,false,10.0.0.99,63014,88.81.164.90,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""msedge.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:07:53,SRV-FILE-02,445,3,600249,4,true,4,false,10.0.0.99,55679,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:07:58,SRV-DC-01,445,3,600208,4,true,4,false,10.0.0.100,54494,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:08:04,WKSTN-FIN-02,443,3,600209,3200,true,3200,false,10.0.0.102,53488,73.249.20.207,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""chrome.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-fin-02,
2026-05-23 10:08:18,SRV-FILE-02,0,1,600244,1050,false,8292,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:08:21,SRV-DC-01,80,3,600220,1120,true,1120,false,10.0.0.100,64055,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:08:26,SRV-DC-01,0,1,600224,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:08:43,SRV-FILE-02,0,1,600290,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:08:43,SRV-DC-01,0,1,600203,1050,false,8071,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:08:45,WKSTN-HR-01,445,3,600252,4,true,4,false,10.0.0.101,60471,10.0.0.99,445,tcp,SMB,System,,,0,,CORP\user-hr-01,
2026-05-23 10:08:54,WKSTN-HR-01,0,1,600237,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:08:58,SRV-FILE-02,0,1,600230,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:09:04,SRV-FILE-02,53,3,600295,1100,true,1100,false,10.0.0.99,62009,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:09:25,SRV-FILE-02,0,1,600245,1050,false,7190,false,0,0,0,0,,,C:\Windows\System32\taskhostw.exe,taskhostw.exe $(Arg0),C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalServiceSpace,NT AUTHORITY\SYSTEM,
2026-05-23 10:09:30,SRV-DC-01,445,3,600231,4,true,4,false,10.0.0.100,52367,10.0.0.99,445,tcp,SMB,System,,,0,,NT AUTHORITY\SYSTEM,
2026-05-23 10:09:35,SRV-FILE-02,53,3,600229,1100,true,1100,false,10.0.0.99,58972,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:09:38,SRV-DC-01,53,3,600304,1100,true,1100,false,10.0.0.100,50754,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:09:40,SRV-FILE-02,53,3,600246,1100,true,1100,false,10.0.0.99,61533,10.0.0.100,53,udp,DNS,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k NetworkService,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
2026-05-23 10:09:42,SRV-FILE-02,0,1,600238,900,false,5500,false,0,0,0,0,,,C:\Program Files\Windows Defender\MpCmdRun.exe,"""MpCmdRun.exe"" -SignatureUpdate",C:\Windows\System32\svchost.exe,1100,svchost.exe -k LocalService,NT AUTHORITY\NETWORK SERVICE,
2026-05-23 10:09:51,WKSTN-HR-01,443,3,600222,3200,true,3200,false,10.0.0.101,61017,100.83.158.20,443,tcp,HTTPS,C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe,"""chrome.exe"" --type=utility",C:\Windows\explorer.exe,2000,explorer.exe,CORP\user-hr-01,
2026-05-23 10:10:03,WKSTN-FIN-02,80,3,600217,1120,true,1120,false,10.0.0.102,56911,23.45.67.89,80,tcp,HTTP,C:\Windows\System32\svchost.exe,C:\Windows\System32\svchost.exe -k netsvcs,C:\Windows\System32\services.exe,800,services.exe,NT AUTHORITY\SYSTEM,
